PublicationID,Year,Citation,ArticleTitle,DOI
3504,1986,"Waters, M. R. 1986. The geoarchaeology of Whitewater Draw, Arizona. University of Arizona Anthropological Papers 45.",NULL,NULL
3505,1969,"Watson, P. J. 1969. The prehistory of Salts Cave, Kentucky. Illinois State Museum, Report of Investigations 16.",NULL,NULL
3506,1975,"Watts, H. 1975. The Avery Ranch site. Southwestern Lore 41(1):15-27.",NULL,NULL
3507,1961,"Weakly, W. F. 1961. A site in the Fort Randall Reservoir, Brule County, South Dakota. Plains Anthropologist 6:230-241.",NULL,NULL
3508,1983,"Webb, C. H. 1983. The Bossier focus revisited: Montomery I, Weiner and other unicomponent sites. Pages 183-232 in Papers honoring Dr. Robert E. Bell (D. G. Wyckoff and J. L. Hofman, editors), Oklahoma Archeological Survey, Studies in Oklahoma's Past 11.",NULL,NULL
3509,1992,"Webb, P.A., editor. 1992. The Petitt site (11-Ax-253), Alexander County, Illinois. Center for Archaeological Investigations, Research Paper 58. Southern Illinois University, Carbondale, Illinois, USA.",NULL,NULL
3510,1992,"Webb, S. D. 1992. Surprise Cave local fauna. Ms. on file, Florida State Museum, Gainesville.",NULL,NULL
3511,1974,"Webb, S. D. 1974. Pleistocene mammals of Florida. University Presses of Florida, Gainesville.",NULL,NULL
3512,1983,"Webb, S. D., J. T. Milanich, R. Alexon, and J. Dunbar. 1983. An extinct bison kill site, Jefferson County, Florida. Florida Anthropologist 36(1-2):81-82.",NULL,NULL
3513,1984,"Webb, S. D., and K. T. Wilkins. 1984. Historical biogeography of Florida Pleistocene mammals. Pages 370-383 in Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday (H. H. Genoways and M. R. Dawson, editors), Carnegie Museum of Natural History Special Publications 8.",NULL,NULL
3514,1950,"Webb, W. S. 1950. The Carlson Annis Mound, site 5, Butler County, Kentucky. University of Kentucky, Report in Anthropology and Archaeology 7(4):1-354.",NULL,NULL
3515,1950,"Webb, W. S. 1950. The Read Shell Midden site 10, Butler County, Kentucky. University of Kentucky, Report in Anthropology and Archaeology 7(5):1-400.",NULL,NULL
3516,1974,"Webb, W. S. 1974. Indian Knoll. University of Tennessee Press, Knoxville.",NULL,NULL
3517,1931,"Webb, W. S., and W. D. Funkhouser. 1931. The Tolu site in Crittenden County, Kentucky. University of Kentucky, Report in Anthropology 1(5):313-410.",NULL,NULL
3518,1933,"Webb, W. S., and W. D. Funkhouser. 1933. The McCleod Bluff site in Hickman County, Kentucky. University of Kentucky, Report in Anthropology 3(1):5-33.",NULL,NULL
3519,1934,"Webb, W. S., and W. D. Funkhouser. 1934. The occurrence of the fossil remains of Pleistocene vertebrates in the cave of Barren County, Kentucky. University of Kentucky, Report in Anthropology 3(2):39-65.",NULL,NULL
3520,1936,"Webb, W. S., and W. D. Funkhouser. 1936. Rockshelters in Menifee County, Kentucky. University of Kentucky, Report in Anthropology 3(4):105-167.",NULL,NULL
3521,1939,"Webb, W. S., and W. G. Haag. 1939. The Chiggerville site, site 1, Ohio County, Kentucky. University of Kentucky, Report in Anthropology 4(1):5-62.",NULL,NULL
3522,1940,"Webb, W. S., and W. G. Haag. 1940. Cypress Creek villages, sites 11 and 12, McLean County, Kentucky. University of Kentucky, Report in Anthropology 4(2):67-110.",NULL,NULL
3523,1951,"Webb, W.S., and C. G. Wilder. 1951. An archeological survey of Guntersville Basin on the Tennessee River in northern Alabama. University of Kentucky Press, Lexington.",NULL,NULL
3524,1978,"Webster, G. S. 1978. Dry Creek Rockshelter: cultural chronology in the Western Snake River Region of Idaho. Tebiwa 15:1-35.",NULL,NULL
3525,1943,"Wedel, W.R. 1943. Archaeological investigations in Platter and Clay counties, Missouri. Bulletin 183. Smithsonian Insitution, United States National Museum, Washington, DC, USA. Notes: Available from: http://si-pddr.si.edu/dspace/handle/10088/10238",NULL,NULL
3526,1977,"Weems, R. E., and B. B. Higgins. 1977. Post-Wisconsinan vertebrate remains from a fissure deposit near Ripplemead, Virginia. National Speleological Society Bulletin 39:106-108.",NULL,NULL
3527,1992,"Weinand, D. C., and E. J. Reitz. 1992. Vertebrate fauna from the 1970 excavation at Stallings Island (9Co1), Georgia. Ms. on file, University of Georgia, Athens.",NULL,NULL
3528,1979,"Weir, F. A. 1979. Greenhaw: an Archaic site in central Texas. Bulletin of the Texas Archeological Society 50:5-67.",NULL,NULL
3529,1986,"Weisman, B. 1986. The cove of the Withlacochee: a first look at the archaeology of an interior Florida wetland. Florida Anthropologist 39(1-2):4-23.",NULL,NULL
3530,1964,"Wells, P. V., and C. D. Jorgensen. 1964. Pleistocene wood rat middens and climatic change in Mohave Desert: a record of juniper woodlands. Science 143:1171-1174.",NULL,NULL
3531,1962,"Wendorf, F., and J. J. Hester. 1962. Early man's utilization of the Great Plains environment. American Antiquity 28:159-171.",NULL,NULL
3532,1985,"Werdelin, L. 1985. Small Pleistocene felines of North America. Journal of Vertebrate Palaeontology 5(3):194-210.",NULL,NULL
3533,1976,"Wesolowskey, A. B., T. R. Hester, and D. R. Brown. 1976. Archeological investigations at Jetta Court site (41TV151), Travis County, Texas. Bulletin of the Texas Archeological Society 47:25-87.",NULL,NULL
3534,1978,"West, R. M. 1978. Late Pleistocene (Wisconsinan) caribou from southeastern Wisconsin. Wisconsin Academy of Sciences, Arts and Letters 66:50-52.",NULL,NULL
3535,1985,"Westgate, J. W., and K. Messick. 1985. The Pleistocene peccary Mylohyus fossilis from Plummer Cave, Douglas County, Missouri. Transactions of the Missouri Academy of Science 19:99-108.",NULL,NULL
3536,1932,"Wetmore, A. 1932. The former occurrence of the Mississippi kite in Ohio. Wilson Bulletin 44:118.",The former occurrence of the Mississippi kite in Ohio,NULL
3537,1981,"Wharton, B. R., G. R. Ballo, and M. E. Hope. 1981. The Republic Groves site, Hardee County, Florida. Florida Anthropologist 34(2):59-80.",NULL,NULL
3538,1972,"Wheat, J. B. 1972. The Olsen-Chubbuck site: a Paleoindian bison kill. American Antiquity Memoir 26, 37(1), Part 2.",NULL,NULL
3539,1979,"Wheat, J. B. 1979. The Jurgens site. Plains Anthropologist Memoir 15, 24(84).",NULL,NULL
3540,1980,"Wheeler, C. 1980. Mammalian remains from the burial at 5EA128. Southwestern Lore 46(1-2):43.",NULL,NULL
3541,1992,"Wheeler, R. J. 1992. The Riviera complex: an east Okeechobee archaeological area settlement. Florida Anthropologist 45(1):5-17.",NULL,NULL
3542,1989,"Whistler, D. P. 1989. Late Pleistocene chipmunk, Tamias (Mammalia: Sciuridae), from Rancho La Brea, Los Angeles, California. Bulletin of the Southern California Academy of Sciences 88(3):117-122.",NULL,NULL
3543,1990,"Whistler, D. P. 1990. A late Pleistocene (Rancholabrean) fossil assemblage from the northwestern Mojave Desert, California. San Bernardino County Museum Quarterly 37(2):3-17.",NULL,NULL
3544,1991,"Whistler, D. P. 1991. Quien Sabe Cave, middle to late Holocene fauna from Ivanpah Mountains, San Bernardino County, California. Pages 110-112 in Crossing the borders: Quaternary studies in eastern California and southwestern Nevada (R. E. Reynolds, editor), San Bernardino County Museum Association, Redlands.",NULL,NULL
3545,1991,"Whistler, D. P., R. L. Clark, S. M. Cox, D. Diveley-White, M. R. Faull, R. C. Mabie, and E. Scott. 1991. Extinct megafauna from the Dove Springs lignites, northwestern Mojave Desert, California. Page 55 in Abstracts of proceedings from the 5th annual Mojave Desert Quaternary research symposium (J. Reynolds, editor), San Bernardino County Museum Association Quarterly, Volume 38, No. 2.",NULL,NULL
3546,1989,"Whistler, D. P., and J. D. Stewart. 1989. A late Pleistocene (Rancholabrean) assemblage from the north-western Mojave Desert. Pages 67-68 in Abstracts of proceedings, 1989 Mojave Desert Quaternary research symposium (J. Reynolds, editor), San Bernardino County Museum Association Quarterly, Volume 36, No. 2.",NULL,NULL
3547,1985,"White, J. A. 1985. Late Pleistocene musk oxen from southern Idaho. Tebiwa 22:64-71.",NULL,NULL
3548,1984,"White, J. A., H. G. McDonald, E. Anderson, and J. M. Soiset. 1984. Lava blisters as carnivore traps. Pages 241-256 in Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday (H. H. Genoways and M. R. Dawson, editors), Carnegie Museum of Natural History Special Publications 8.",NULL,NULL
3549,1981,"White, J. R. 1981. Faunal remains from the Eaton (Hopewell) Furnace site. Ohio Journal of Science 81(3):138-141.",NULL,NULL
3550,1963,"White, M. E. 1963. Settlement pattern change and development of horticulture in the New York-Ontario area. Pennsylvania Archaeologist 33:1-12.",NULL,NULL
3551,1987,"White, P. K. 1987. The Gordon site: a middle Coles Creek to late Mississippian period occupation in Ashley County, Southeast Arkansas. The Arkansas Archeologist 25 and 26:1-52.",NULL,NULL
3552,1986,"Wiant, M. D., and C. R. McGimsey, editors. 1986. Woodland period occupations of the Napoleon Hollow site in the lower Illinois Valley. Kampsville Archeological Center, Center for American Archeology Research Series 6.",NULL,NULL
3553,1983,"Wilkins, K. T. 1983. Pleistocene mammals from the Rock Springs local fauna, central Florida. Brimleyana 9:69-82.",NULL,NULL
3554,1978,"Willey, P. S., and J. T. Hughes. 1978. The Deadman's Shelter site. Pages 150-190 in Salvage archeology at Mackenzie Reservoir (J. Y. Hughes and P. S. Willey, editors), Texas Historical Commission Archaeological Survey Report 24.",NULL,NULL
3555,1974,"Williams, J. R. 1974. The Baytown phases in the Cairo lowland of southeast Missouri. Missouri Archaeologist 36:1-109.",NULL,NULL
3556,1957,"Williams, S. 1957. The Island 35 Mastodon: its bearing on the age of Archaic cultures in the east. American Antiquity 22(4):359-372.",NULL,NULL
3557,1977,"Williams, W. B., and B. Mowers. 1977. Marka Park Mound No. 2, Boward County, Florida. Florida Anthropologist 30(2):56-78.",NULL,NULL
3558,1979,"Williams, W. B., and B. Mowers. 1979. Bishops Hammock, Broward County, Florida. Florida Anthropologist 32(1):17-32.",NULL,NULL
3559,1941,"Willman, H. B. 1941. Mammoth found in Peorian loess near Belleview, Illinois. American Journal of Science 239(6): 413-416.",NULL,NULL
3560,1978,"Wilmsen, E. N., and F. H. H. Roberts. 1978. Lindenmeier, 1934-1974. Smithsonian Institution, Contributions in Anthropology 24.",NULL,NULL
3561,1986,"Wilshusen, R. 1986. Excavations at Periman Hamlet (site 5MT4671), area 1, a Pueblo I habitation. Pages 25-210 in Dolores archeological program: Anasazi communities at Dolores: middle canyon area (D. Breternitz, editor), Department of the Interior Bureau of Reclamation, Denver.",NULL,NULL
3562,1991,"Wilson, J. H., Jr. 1991. The faunal remains from the five archeological sites on Spring and Callawassie Islands. Chicora Foundation Research Series 23:177-208.",The faunal remais from the five archaeological sites on Spring and Callawassie Islands,NULL
3564,1985,"Wilson, R. C. 1985. Analysis of faunal remains from the French site 22HO565/19P10, Holmes County, Mississippi. Cobb Institute of Archaeology, Mississippi State University, Sixth Mid-South Archaeological Conference.",NULL,NULL
3565,1975,"Wilson, R. C., J. E. Guilday, and J. A. Branstetter. 1975. Extinct peccary (Platygonus compressus LeConte) from a central Kentucky Cave. National Speleological Society Bulletin 37(4):83-87.",NULL,NULL
3566,1967,"Wilson, R. L. 1967. The Pleistocene vertebrates of Michigan. Papers of the Michigan Academy of Science, Arts, and Letters 52:197-234.",NULL,NULL
3567,1981,"Wimberly, M. L., and P. L. Eidenbach. 1981. Preliminary analysis of faunal remains from Fresnal Shelter, New Mexico: evidence of differential butchering practices during the Archaic period. The Artifact 19(3-4):21-40.",NULL,NULL
3568,1967,"Winfree, R. W. 1967. The T. Gray Haddon site, King William County, Virginia (44KW4). Quarterly Bulletin of the Archaeological Society of Virginia 22(1):2-26.",NULL,NULL
3569,1963,"Wing, E. S. 1963. Faunal remains from the test pit in the Mulberry Midden. Florida Anthropologist 16(1):31.",NULL,NULL
3570,1963,"Wing, E. S. 1963. Vertebrates from the Jungerman and Goodman sites near the east coast of Florida. Contributions to the Florida State Museum, Social Sciences 10:51-60.",NULL,NULL
3571,1963,"Wing, E. S. 1963. Vertebrate remains from the Wash Island site. Florida Anthropologist 16(3):93-96.",NULL,NULL
3572,1965,"Wing, E. S. 1965. Animal bones associated with two Indian sites on Marco Island, Florida. Florida Anthropologist 18(1):21-28.",NULL,NULL
3573,1968,"Wing, E.S. 1968. Animal remains from a midden at Fort Walton Beach. Quarterly Journal of the Florida Academy of Sciences 30(1):57-58.",Animal remains from a midden at Fort Walton Beach,NULL
3574,1978,"Wing, E. S. 1978. Subsistence at the McLarty site, Indian River County. Florida Anthropologist 31(1):3-7.",NULL,NULL
3575,1987,"Wing, E. S., and L. McKean. 1987. Preliminary study of the animal remains excavated from the Hontoon site. Florida Anthropologist 40(1):40-46.",NULL,NULL
3576,1982,"Wing, E. S., and E. J. Reitz. 1982. Prehistoric fishing communities of the Caribbean. Journal of New World Archaeology 5(2):13-32.",NULL,NULL
3577,1990,"Winkler, A. J. 1990. Small mammals from a Holocene sequence in central Texas and their paleoenvironmental implications. Southwestern Naturalist 35(2):199-205.",NULL,NULL
3578,1982,"Winkler, D. A. 1982. Re-evaluation of the vertebrate fauna from the Lewisville archeological site, Denton County, Texas. U.S. Army Corps of Engineers.",NULL,NULL
3579,1939,"Wintemberg, W. J. 1939. Lawson prehistoric village site, Middlesex County, Ontario. National Museum of Canada, Bulletin 94.",NULL,NULL
3580,1974,"Winter, J.C., and H.G. Wylie. 1974. Paleoecology and diet at Clydes Cavern. American Antiquity 39(2):303-315.",Paleoecology and diet at Clydes Cavern,NULL
3581,1969,"Winters, H. D. 1969. The Riverton culture: a second millenium occupation in the central Wabash Valley. Illinois State Museum, Report of Investigations 13.",NULL,NULL
3582,1981,"Wiseman, R. N. 1981. Further investigation at the King Ranch site, Chaves County, New Mexico. The Artifact 19(3-4):169-198.",NULL,NULL
3583,1971,"Witkind, M. 1971. An archaeological interpretation of the Roberts Buffalo Jump site, Larimer County, Colorado. Master's thesis, Colorado State University, Ft. Collins.",NULL,NULL
3584,1959,"Wittry, W. L. 1959. The Raddatz Rockshelter, Sk5, Wisconsin. Wisconsin Archeologist 40(2):33-68.",NULL,NULL
3585,1971,"Wood, J. J. 1971. Excavation at two Woodland sites in Arapahoe County, Colorado. Plains Anthropologist 16:311-320.",NULL,NULL
3586,1960,"Wood, W. R. 1960. The Boundary Mound Group (32SI-1): an eastern Woodland mound complex in North Dakota. Plains Anthropologist 5.",NULL,NULL
3587,1961,"Wood, W. R. 1961. The Pomme de Terre Reservoir in western Missouri prehistory. Missouri Archaeologist 23:1-132.",NULL,NULL
3588,1967,"Wood, W. R. 1967. The Fristoe Burial complex of southwestern Missouri. Missouri Archaeologist 29:1-128.",NULL,NULL
3589,1967,"Wood, W. R. 1967. An interpretation of Mandan cultural history. Smithsonian Institution River Basin Survey Paper 39, Bureau of American Ethnography Bulletin 189.",NULL,NULL
3590,1968,"Wood, W.R. 1968. Mississippian hunting and butchering patterns: bone from the Vista Shelter, 23SR-20, Missouri. American Antiquity 8(2):170-179.","Mississippian hunting and butchering patterns: bone from the Vista Shelter, 23SR-20, Missouri",NULL
3591,1969,"Wood, W. R. 1969. Two house sites in the central plains: an experiment in archeology. Plains Anthropologist Memoir 6.",NULL,NULL
3592,1971,"Wood, W. R. 1971. Biesterfeldt: a post-contact Coalescent site on the northeastern plains. Smithsonian Contributions to Anthropology 15.",NULL,NULL
3593,1971,"Wood, W. R. 1971. Pottery sites near Limon, Colorado. Southwestern Lore 37(3):53-85.",NULL,NULL
